Pos.,Giocatore,Nazione,Ruolo,Squadra,Età,Nato,PG,Tit,Min,90 min,Reti,Assist,G+A,R - Rig,Rigori,Rig T,Amm.,Esp.,xG,npxG,xAG,npxG+xAG
Pos.,Giocatore,Nazione,Ruolo,Squadra,Età,Nato,PG,Tit,Min,90 min,Reti,Assist,G+A,R - Rig,Rigori,Rig T,Amm.,Esp.,xG,npxG,xAG,npxG+xAG
451,Matteo Politano,it ITA,Att.Cen,Napoli,31-200,1993,24,21,1.735,19.3,2,2,4,2,0,0,2,0,1.9,1.9,3.2,5.2
452,Marin Pongračić,hr CRO,Dif,Fiorentina,27-161,1997,8,5,537,6.0,0,0,0,0,0,0,2,1,0.1,0.1,0.0,0.2
453,Stefan Posch,at AUT,Dif,Bologna,27-281,1997,14,7,714,7.9,0,0,0,0,0,0,1,0,0.3,0.3,0.7,1.0
454,Stefan Posch,at AUT,Dif,Atalanta,27-281,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1
455,Matteo Prati,it ITA,Cen,Cagliari,21-053,2003,6,4,238,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.5
456,Ivan Provedel,it ITA,Por,Lazio,30-339,1994,25,25,2.250,25.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3
457,Diego Pugno,it ITA,Att,Juventus,18-227,2006,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1
458,Christian Pulisic,us USA,Att.Cen,Milan,26-154,1998,20,16,1.359,15.1,6,6,12,4,2,2,0,0,6.2,4.6,3.6,8.2
459,Ionuț Radu,ro ROU,Por,Venezia,27-267,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
460,Hamza Rafia,tn TUN,Cen,Lecce,25-323,1999,17,13,1.013,11.3,0,0,0,0,0,0,4,0,0.5,0.5,1.4,1.9
461,Antonio Raimondo,it ITA,Att.Dif,Venezia,20-338,2004,9,0,94,1.0,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4
462,Ylber Ramadani,al ALB,Cen,Lecce,28-313,1996,22,17,1.452,16.1,0,1,1,0,0,0,4,0,0.4,0.4,0.8,1.2
463,Luca Ranieri,it ITA,Dif,Fiorentina,25-302,1999,24,23,2.095,23.3,1,2,3,1,0,0,3,0,0.2,0.2,1.5,1.7
464,Giacomo Raspadori,it ITA,Att.Cen,Napoli,25-001,2000,14,3,409,4.5,2,0,2,2,0,0,1,0,1.1,1.1,0.5,1.6
465,Federico Ravaglia,it ITA,Por,Bologna,25-100,1999,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
466,Ante Rebić,hr CRO,Att.Cen,Lecce,31-151,1993,19,6,540,6.0,1,0,1,1,0,0,3,1,1.6,1.6,1.8,3.5
467,Tijjani Reijnders,nl NED,Cen,Milan,26-205,1998,23,22,1.868,20.8,7,2,9,7,0,0,2,1,3.8,3.8,2.5,6.3
468,Pepe Reina,es ESP,Por,Como,42-172,1982,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
469,Devyne Rensch,nl NED,Dif,Roma,22-032,2003,3,3,193,2.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1
470,Mateo Retegui,it ITA,Att,Atalanta,25-296,1999,23,19,1.371,15.2,20,3,23,18,2,3,2,0,11.6,9.3,2.1,11.4
471,Samuele Ricci,it ITA,Cen,Torino,23-182,2001,24,24,2.030,22.6,1,1,2,1,0,0,5,0,1.2,1.2,0.4,1.6
472,Amir Richardson,ma MAR,Cen,Fiorentina,23-026,2002,18,6,696,7.7,0,0,0,0,0,0,4,0,0.4,0.4,0.2,0.6
473,Sergi Roberto,es ESP,Cen,Como,33-012,1992,10,7,619,6.9,0,1,1,0,0,0,3,0,0.7,0.7,0.7,1.4
474,Alessio Romagnoli,it ITA,Dif,Lazio,30-038,1995,21,20,1.683,18.7,0,0,0,0,0,0,1,1,1.1,1.1,0.1,1.2
475,Marten de Roon,nl NED,Cen.Dif,Atalanta,33-327,1991,24,22,1.978,22.0,3,2,5,3,0,0,5,0,0.4,0.4,1.6,2.0
Pos.,Giocatore,Nazione,Ruolo,Squadra,Età,Nato,PG,Tit,Min,90 min,Reti,Assist,G+A,R - Rig,Rigori,Rig T,Amm.,Esp.,xG,npxG,xAG,npxG+xAG
476,Jonas Rouhi,se SWE,Dif,Juventus,21-043,2004,4,1,192,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
477,Nicolò Rovella,it ITA,Cen,Lazio,23-077,2001,22,20,1.824,20.3,0,2,2,0,0,0,10,0,0.6,0.6,1.4,2.0
478,Amir Rrahmani,xk KVX,Dif,Napoli,30-361,1994,25,25,2.250,25.0,1,2,3,1,0,0,2,0,2.0,2.0,0.6,2.6
479,Tommaso Rubino,it ITA,Cen,Fiorentina,18-101,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
480,Matteo Ruggeri,it ITA,Dif,Atalanta,22-223,2002,20,17,1.470,16.3,0,2,2,0,0,0,2,0,0.2,0.2,1.6,1.8
481,Stefano Sabelli,it ITA,Dif,Genoa,32-037,1993,22,15,1.354,15.0,0,1,1,0,0,0,2,0,0.1,0.1,1.2,1.3
482,Alexis Saelemaekers,be BEL,Dif.Att,Roma,25-237,1999,13,10,782,8.7,4,2,6,4,0,0,3,0,1.7,1.7,2.3,4.1
483,Alexis Saelemaekers,be BEL,Dif.Att,Milan,25-237,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1
484,Richie Sagrado,be BEL,Dif,Venezia,21-020,2004,3,3,140,1.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1
485,Marco Sala,it ITA,Dif,Como,25-260,1999,8,3,261,2.9,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1
486,Anass Salah-Eddine,nl NED,Dif,Roma,23-032,2002,1,1,77,0.9,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3
487,Lazar Samardzic,rs SRB,Cen.Att,Atalanta,22-361,2002,23,6,946,10.5,2,1,3,2,0,0,2,0,1.8,1.8,1.7,3.4
488,Junior Sambia,fr FRA,Dif.Att,Empoli,28-165,1996,8,0,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1
489,Antonio Sanabria,py PAR,Att,Torino,28-352,1996,19,13,1.009,11.2,2,0,2,2,0,1,1,0,2.4,1.6,0.4,2.1
490,Alexis Sánchez,cl CHI,Att,Udinese,36-062,1988,7,3,241,2.7,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.6
491,Nicola Sansone,it ITA,Cen.Att,Lecce,33-162,1991,5,0,65,0.7,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.3
492,Amin Sarr,se SWE,Att,Hellas Verona,23-345,2001,19,12,914,10.2,3,1,4,3,0,0,0,0,1.2,1.2,1.8,3.1
493,Razvan Sava,ro ROU,Por,Udinese,22-243,2002,11,11,990,11.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0
494,Nicolò Savona,it ITA,Dif,Juventus,21-337,2003,22,16,1.405,15.6,2,1,3,2,0,0,3,0,0.5,0.5,1.2,1.6
495,Saba Sazonov,ge GEO,Dif,Torino,23-018,2002,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
496,Giorgio Scalvini,it ITA,Dif,Atalanta,21-070,2003,6,4,272,3.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1
497,Gianluca Scamacca,it ITA,Att,Atalanta,26-049,1999,1,0,6,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1
498,Joël Schingtienne,be BEL,Dif,Venezia,22-191,2002,5,3,305,3.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0
499,Simone Scuffet,it ITA,Por,Cagliari,28-264,1996,13,13,1.170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
500,Jacopo Seghetti,it ITA,Por,Empoli,20-002,2005,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Pos.,Giocatore,Nazione,Ruolo,Squadra,Età,Nato,PG,Tit,Min,90 min,Reti,Assist,G+A,R - Rig,Rigori,Rig T,Amm.,Esp.,xG,npxG,xAG,npxG+xAG
501,Stefano Sensi,it ITA,Cen,Monza,29-198,1995,8,2,211,2.3,1,0,1,0,1,1,0,0,0.9,0.1,0.0,0.1
502,Suat Serdar,de GER,Cen,Hellas Verona,27-314,1997,14,12,937,10.4,1,1,2,1,0,0,4,1,1.7,1.7,0.8,2.6
503,Stephan El Shaarawy,it ITA,Dif.Cen,Roma,32-115,1992,20,11,895,9.9,3,3,6,3,0,0,2,0,1.8,1.8,1.0,2.8
504,Alen Sherri,al ALB,Por,Cagliari,27-066,1997,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
505,Eldor Shomurodov,uz UZB,Att.Cen,Roma,29-235,1995,14,2,357,4.0,1,1,2,1,0,0,1,0,1.3,1.3,0.2,1.5
506,Marco Silvestri,it ITA,Por,Empoli,33-354,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
507,Giovanni Simeone,ar ARG,Att,Napoli,29-229,1995,21,1,329,3.7,1,1,2,1,0,0,0,0,1.6,1.6,0.5,2.1
508,Łukasz Skorupski,pl POL,Por,Bologna,33-290,1991,17,17,1.530,17.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0
509,Ivan Smolčić,hr CRO,Dif,Como,24-186,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
510,Simon Sohm,ch SUI,Cen,Parma,23-314,2001,25,24,2.048,22.8,3,0,3,3,0,0,3,0,2.5,2.5,1.5,4.0
511,Ola Solbakken,no NOR,Cen.Att,Empoli,26-165,1998,14,6,591,6.6,0,0,0,0,0,0,1,0,0.8,0.8,0.4,1.2
512,Oumar Solet,fr FRA,Dif,Udinese,25-012,2000,6,6,502,5.6,0,1,1,0,0,0,2,1,0.0,0.0,0.4,0.4
513,Yann Sommer,ch SUI,Por,Inter,36-064,1988,25,25,2.250,25.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
514,Borna Sosa,hr CRO,Dif,Torino,27-029,1998,19,14,1.181,13.1,0,0,0,0,0,0,0,0,0.3,0.3,0.7,1.0
515,Riccardo Sottil,it ITA,Att.Cen,Fiorentina,25-261,1999,18,8,833,9.3,1,1,2,1,0,0,1,0,0.9,0.9,0.9,1.7
516,Riccardo Sottil,it ITA,Att,Milan,25-261,1999,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
517,Matìas Soulé,ar ARG,Cen.Att,Roma,21-310,2003,14,9,731,8.1,2,0,2,2,0,0,2,0,1.8,1.8,1.0,2.8
518,Leonardo Spinazzola,it ITA,Dif.Att,Napoli,31-331,1993,16,7,637,7.1,1,1,2,1,0,0,1,0,0.2,0.2,1.8,2.0
519,Filip Stankovic,rs SRB,Por,Venezia,22-360,2002,16,16,1.367,15.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0
520,Petar Stojanović,si SVN,Cen,Empoli,29-135,1995,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
521,Gabriel Strefezza,br BRA,Att.Cen,Como,27-307,1997,24,23,1.808,20.1,3,3,6,3,0,0,3,0,2.9,2.9,2.8,5.7
522,Ibrahim Sulemana,gh GHA,Cen,Atalanta,21-273,2003,5,1,122,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0
523,Tomáš Suslov,sk SVK,Cen.Att,Hellas Verona,22-257,2002,22,19,1.517,16.9,0,0,0,0,0,0,5,1,1.4,1.4,1.4,2.8
524,Zion Suzuki,jp JPN,Por,Parma,22-182,2002,24,24,2.144,23.8,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0
525,Marin Šverko,hr CRO,Dif,Venezia,27-015,1998,15,11,1.041,11.6,1,0,1,1,0,0,3,0,0.3,0.3,0.3,0.7
Pos.,Giocatore,Nazione,Ruolo,Squadra,Età,Nato,PG,Tit,Min,90 min,Reti,Assist,G+A,R - Rig,Rigori,Rig T,Amm.,Esp.,xG,npxG,xAG,npxG+xAG
526,Mile Svilar,rs SRB,Por,Roma,25-176,1999,25,25,2.250,25.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0
527,Michael Svoboda,at AUT,Dif,Venezia,26-127,1998,16,15,1.314,14.6,1,0,1,1,0,0,1,0,0.2,0.2,0.6,0.8
528,Adrien Tameze,cm CMR,Cen.Dif,Torino,31-015,1994,16,8,598,6.6,0,0,0,0,0,0,3,0,0.4,0.4,0.8,1.2
529,Mehdi Taremi,ir IRN,Att,Inter,32-216,1992,19,4,517,5.7,1,1,2,0,1,1,1,0,2.5,1.7,1.1,2.8
530,Nuno Tavares,pt POR,Dif,Lazio,25-024,2000,18,17,1.372,15.2,0,8,8,0,0,0,4,1,0.9,0.9,4.1,5.0
531,Loum Tchaouna,fr FRA,Att.Cen,Lazio,21-164,2003,17,3,456,5.1,1,0,1,1,0,0,4,1,2.2,2.2,0.6,2.8
532,Jackson Tchatchoua,cm CMR,Dif.Cen,Hellas Verona,23-158,2001,23,23,1.997,22.2,2,2,4,2,0,0,6,1,1.5,1.5,1.7,3.1
533,Casper Tengstedt,dk DEN,Att,Hellas Verona,24-263,2000,20,18,1.306,14.5,6,1,7,5,1,1,2,0,5.0,4.3,0.7,4.9
534,Filippo Terracciano,it ITA,Dif.Cen,Milan,22-011,2003,10,6,527,5.9,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3
535,Pietro Terracciano,it ITA,Por,Fiorentina,34-348,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
536,Florian Thauvin,fr FRA,Att.Cen,Udinese,32-024,1993,22,21,1.704,18.9,6,3,9,6,0,2,0,0,5.8,4.2,3.4,7.6
537,Malick Thiaw,de GER,Dif,Milan,23-195,2001,15,14,1.258,14.0,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.4
538,Morten Thorsby,no NOR,Cen,Genoa,28-290,1996,23,18,1.539,17.1,0,1,1,0,0,0,4,0,2.2,2.2,1.5,3.7
539,Khéphren Thuram,fr FRA,Cen,Juventus,23-330,2001,23,15,1.351,15.0,2,4,6,2,0,0,2,0,2.6,2.6,2.8,5.5
540,Marcus Thuram,fr FRA,Att,Inter,27-197,1997,25,22,1.822,20.2,13,4,17,13,0,0,1,0,8.0,8.0,3.3,11.3
541,Rafael Tolói,it ITA,Dif,Atalanta,34-132,1990,6,2,310,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2
542,Fikayo Tomori,eng ENG,Dif,Milan,27-062,1997,14,11,970,10.8,0,0,0,0,0,0,3,1,0.1,0.1,0.1,0.2
543,Lorenzo Tosto,it ITA,Dif,Empoli,19-021,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
544,Souleymane Touré,fr FRA,Dif,Udinese,21-328,2003,12,11,733,8.1,1,0,1,1,0,0,2,2,0.4,0.4,0.0,0.4
545,Stefano Turati,it ITA,Por,Monza,23-167,2001,21,21,1.866,20.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0
546,Kacper Urbanski,pl POL,Cen,Bologna,20-165,2004,7,1,247,2.7,1,0,1,1,0,0,2,0,0.3,0.3,0.5,0.8
547,Kacper Urbanski,pl POL,Cen,Monza,20-165,2004,4,4,328,3.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1
548,Lautaro Valenti,ar ARG,Dif,Parma,26-036,1999,8,6,572,6.4,1,0,1,1,0,0,2,0,0.2,0.2,0.2,0.4
549,Nicolás Valentini,ar ARG,Dif,Hellas Verona,23-319,2001,2,1,112,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1
550,Emanuele Valeri,it ITA,Dif,Parma,26-074,1998,22,21,1.758,19.5,2,3,5,1,1,1,0,0,1.2,0.5,1.9,2.4
Pos.,Giocatore,Nazione,Ruolo,Squadra,Età,Nato,PG,Tit,Min,90 min,Reti,Assist,G+A,R - Rig,Rigori,Rig T,Amm.,Esp.,xG,npxG,xAG,npxG+xAG
551,Álex Valle,es ESP,Dif,Como,20-300,2004,3,3,246,2.7,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1
552,Mattia Valoti,it ITA,Cen,Monza,31-166,1993,5,0,40,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0
553,Ignace Van Der Brempt,be BEL,Dif,Como,22-324,2002,14,12,1.038,11.5,0,1,1,0,0,0,3,0,0.2,0.2,0.4,0.7
554,Devis Vásquez,co COL,Por,Empoli,26-283,1998,23,23,2.070,23.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0
555,Johan Vásquez,mx MEX,Dif,Genoa,26-120,1998,24,22,2.025,22.5,1,0,1,1,0,0,6,0,1.9,1.9,0.3,2.2
556,Matías Vecino,uy URU,Cen,Lazio,33-179,1991,10,4,486,5.4,1,1,2,1,0,0,2,0,1.2,1.2,1.5,2.6
557,Danilo Veiga,pt POR,Dif,Lecce,22-147,2002,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1
558,Renato Veiga,pt POR,Dif,Juventus,21-205,2003,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
559,Lorenzo Venturino,it ITA,Att,Genoa,18-242,2006,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1
560,Simone Verdi,it ITA,Cen.Att,Como,32-222,1992,9,0,115,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0.5,0.6
561,Samuele Vignato,it ITA,Cen,Monza,20-361,2004,12,3,397,4.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2
562,Nicolas Viola,it ITA,Att.Cen,Cagliari,35-130,1989,17,11,821,9.1,1,1,2,1,0,0,1,0,1.3,1.3,1.7,2.9
563,Mattia Viti,it ITA,Dif,Empoli,23-026,2002,21,21,1.815,20.2,0,0,0,0,0,0,1,0,0.6,0.6,0.1,0.7
564,Vitinha,pt POR,Att.Cen,Genoa,24-341,2000,18,11,946,10.5,0,2,2,0,0,0,1,0,1.1,1.1,2.7,3.8
565,Dušan Vlahović,rs SRB,Att,Juventus,25-022,2000,19,16,1.363,15.1,8,1,9,4,4,4,3,0,10.0,6.9,0.6,7.5
566,Vanja Vlahović,rs SRB,Att.Cen,Atalanta,20-333,2004,3,0,60,0.7,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3
567,Nikola Vlašić,hr CRO,Cen.Att,Torino,27-138,1997,19,13,1.229,13.7,3,3,6,2,1,1,0,0,1.9,1.1,1.6,2.7
568,Alessandro Vogliacco,it ITA,Dif,Genoa,26-158,1998,12,8,715,7.9,2,0,2,2,0,0,3,0,1.3,1.3,0.0,1.4
569,Alessandro Vogliacco,it ITA,Dif,Parma,26-158,1998,5,5,403,4.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1
570,Mërgim Vojvoda,xk KVX,Dif,Torino,30-018,1995,17,12,1.105,12.3,0,0,0,0,0,0,4,0,0.4,0.4,0.4,0.8
571,Stefan de Vrij,nl NED,Dif,Inter,33-014,1992,19,13,1.299,14.4,2,0,2,2,0,0,1,0,0.9,0.9,0.0,0.9
572,Kyle Walker,eng ENG,Dif,Milan,34-267,1990,3,3,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5
573,Sebastian Walukiewicz,pl POL,Dif,Torino,24-320,2000,18,13,1.123,12.5,0,0,0,0,0,0,5,0,0.2,0.2,0.2,0.4
574,Sebastian Walukiewicz,pl POL,Dif,Empoli,24-320,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1
575,Timothy Weah,us USA,Att.Dif,Juventus,24-363,2000,17,11,1.019,11.3,5,2,7,5,0,0,1,0,3.0,3.0,1.1,4.1
Pos.,Giocatore,Nazione,Ruolo,Squadra,Età,Nato,PG,Tit,Min,90 min,Reti,Assist,G+A,R - Rig,Rigori,Rig T,Amm.,Esp.,xG,npxG,xAG,npxG+xAG
576,Mateusz Wieteska,pl POL,Dif,Cagliari,28-008,1997,5,1,184,2.0,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4
577,John Yeboah,ec ECU,Att.Cen,Venezia,24-241,2000,21,5,606,6.7,0,1,1,0,0,0,4,0,0.9,0.9,0.6,1.5
578,Kenan Yıldız,tr TUR,Att.Cen,Juventus,19-291,2005,25,19,1.660,18.4,4,2,6,4,0,0,0,0,2.8,2.8,3.5,6.3
579,Mattia Zaccagni,it ITA,Att,Lazio,29-248,1995,22,21,1.738,19.3,7,6,13,5,2,2,6,0,4.7,3.2,2.9,6.1
580,Nicola Zalewski,pl POL,Dif.Att,Roma,23-027,2002,12,4,533,5.9,0,0,0,0,0,0,0,0,0.3,0.3,0.8,1.1
581,Nicola Zalewski,pl POL,Dif,Inter,23-027,2002,3,0,70,0.8,0,1,1,0,0,0,1,0,0.1,0.1,0.5,0.6
582,Andre-Frank Zambo Anguissa,cm CMR,Cen,Napoli,29-095,1995,25,25,2.199,24.4,5,3,8,5,0,0,4,0,2.5,2.5,2.1,4.6
583,Francesco Zampano,it ITA,Dif,Venezia,31-142,1993,21,17,1.599,17.8,1,2,3,1,0,0,5,0,1.0,1.0,0.8,1.8
584,Nicolò Zaniolo,it ITA,Att,Fiorentina,25-232,1999,2,1,78,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2
585,Nicolò Zaniolo,it ITA,Att.Cen,Atalanta,25-232,1999,14,0,356,4.0,2,2,4,2,0,0,4,0,0.9,0.9,0.5,1.5
586,Alessandro Zanoli,it ITA,Att.Dif,Genoa,24-139,2000,20,13,1.179,13.1,0,0,0,0,0,0,2,0,0.3,0.3,1.2,1.5
587,Duván Zapata,co COL,Att,Torino,33-324,1991,7,7,587,6.5,3,0,3,3,0,0,1,0,3.4,3.4,0.5,3.9
588,Gabriele Zappa,it ITA,Dif,Cagliari,25-059,1999,25,25,2.189,24.3,2,0,2,2,0,0,3,0,0.8,0.8,2.9,3.7
589,Davide Zappacosta,it ITA,Dif,Atalanta,32-253,1992,18,15,1.123,12.5,2,2,4,2,0,0,1,0,0.9,0.9,1.0,1.9
590,Oier Zarraga,es ESP,Cen,Udinese,26-046,1999,13,5,505,5.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4
591,Jordan Zemura,zw ZIM,Dif,Udinese,25-097,1999,19,11,1.147,12.7,1,2,3,1,0,0,2,0,0.8,0.8,0.7,1.5
592,Alessio Zerbin,it ITA,Dif.Cen,Venezia,25-353,1999,5,4,371,4.1,1,0,1,1,0,0,0,0,0.3,0.3,0.4,0.7
593,Alessio Zerbin,it ITA,Att.Dif,Napoli,25-353,1999,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
594,Kevin Zeroli,it ITA,Cen,Monza,20-039,2005,2,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
595,Kevin Zeroli,it ITA,Cen,Milan,20-039,2005,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
596,Piotr Zieliński,pl POL,Cen,Inter,30-275,1994,19,6,771,8.6,2,2,4,0,2,2,0,0,2.5,0.9,0.9,1.8
597,Nadir Zortea,it ITA,Cen.Dif,Cagliari,25-245,1999,22,20,1.659,18.4,5,0,5,5,0,0,2,0,2.2,2.2,1.2,3.4
598,Szymon Żurkowski,pl POL,Cen,Empoli,27-147,1997,4,0,87,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1
599,Milan Đurić,ba BIH,Att,Monza,34-273,1990,18,13,1.270,14.1,4,1,5,4,0,0,3,0,2.9,2.9,1.1,4.0
600,Milan Đurić,ba BIH,Att,Parma,34-273,1990,3,3,189,2.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2
Pos.,Giocatore,Nazione,Ruolo,Squadra,Età,Nato,PG,Tit,Min,90 min,Reti,Assist,G+A,R - Rig,Rigori,Rig T,Amm.,Esp.,xG,npxG,xAG,npxG+xAG
